ID,n_adults,n_children,meal_plan,car_parking_space,room_type,lead_time,year,month,date,avg_room_price
INN20369,1,0,Meal Plan 1,0,Room_Type 1,71,2018,6,14,120
INN20370,2,0,Meal Plan 1,1,Room_Type 1,9,2017,12,9,96
INN20371,2,0,Meal Plan 1,0,Room_Type 1,242,2018,9,10,100.3
INN20372,2,0,Meal Plan 1,0,Room_Type 1,97,2018,4,8,96.3
INN20373,2,0,Not Selected,0,Room_Type 1,82,2018,9,10,125.1
INN20374,2,0,Meal Plan 2,0,Room_Type 1,39,2017,8,14,101.5
INN20375,2,0,Meal Plan 1,0,Room_Type 1,208,2018,7,31,90.95
INN20376,1,0,Meal Plan 1,0,Room_Type 1,188,2018,6,15,130
INN20377,3,0,Meal Plan 1,0,Room_Type 4,35,2018,9,25,156.24
INN20378,2,0,Meal Plan 1,0,Room_Type 1,36,2018,4,12,81.08
INN20379,2,0,Meal Plan 1,0,Room_Type 4,18,2018,11,30,154
INN20380,2,0,Meal Plan 1,0,Room_Type 4,22,2017,10,13,75
INN20381,2,0,Meal Plan 1,0,Room_Type 1,17,2018,9,25,158
INN20382,3,0,Meal Plan 1,0,Room_Type 1,159,2018,8,5,143.7
INN20383,2,0,Not Selected,0,Room_Type 1,208,2018,7,30,80.75
INN20384,2,0,Meal Plan 1,0,Room_Type 4,5,2018,4,23,131
INN20385,2,0,Meal Plan 1,0,Room_Type 1,86,2018,4,9,80.75
INN20386,1,0,Meal Plan 1,0,Room_Type 1,164,2017,10,2,100
INN20387,2,0,Meal Plan 1,0,Room_Type 1,63,2017,10,27,72.25
INN20388,2,0,Meal Plan 1,0,Room_Type 4,81,2018,3,24,99.45
INN20389,3,0,Meal Plan 1,0,Room_Type 4,281,2018,10,3,126.3
INN20390,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,21,0
INN20391,2,0,Meal Plan 1,0,Room_Type 4,33,2018,4,3,135.9
INN20392,2,0,Meal Plan 1,0,Room_Type 4,135,2018,10,30,78.65
INN20393,2,0,Meal Plan 1,0,Room_Type 1,256,2017,9,14,76.67
INN20394,2,0,Meal Plan 2,0,Room_Type 1,161,2018,3,25,130
INN20395,2,0,Meal Plan 1,0,Room_Type 1,270,2018,4,20,80
INN20396,2,0,Meal Plan 1,0,Room_Type 1,50,2018,6,22,76.92
INN20397,1,0,Meal Plan 1,0,Room_Type 1,64,2018,5,17,130
INN20398,2,0,Meal Plan 2,0,Room_Type 1,55,2018,4,6,104
INN20399,2,1,Meal Plan 1,0,Room_Type 1,31,2018,6,12,126.9
INN20400,2,0,Meal Plan 1,0,Room_Type 1,154,2018,6,27,90.95
INN20401,2,0,Meal Plan 1,0,Room_Type 5,7,2018,9,30,176
INN20402,1,0,Meal Plan 2,0,Room_Type 1,56,2017,9,17,58
INN20403,1,0,Meal Plan 1,0,Room_Type 1,6,2018,3,15,62
INN20404,2,0,Meal Plan 2,0,Room_Type 1,34,2017,9,23,224.67
INN20405,2,0,Meal Plan 1,0,Room_Type 4,39,2018,4,21,117.98
INN20406,2,0,Meal Plan 1,0,Room_Type 1,174,2017,10,10,70
INN20407,2,0,Meal Plan 1,0,Room_Type 1,72,2017,11,13,72.25
INN20408,2,0,Not Selected,0,Room_Type 1,95,2018,4,3,76.5
INN20409,2,0,Meal Plan 1,0,Room_Type 1,23,2017,9,6,54.75
INN20410,2,0,Meal Plan 1,0,Room_Type 4,134,2018,8,25,109.8
INN20411,2,0,Meal Plan 1,0,Room_Type 1,86,2018,8,12,117.9
INN20412,2,1,Meal Plan 1,0,Room_Type 1,62,2018,12,8,118.8
INN20413,3,0,Meal Plan 1,0,Room_Type 1,210,2018,10,21,105.4
INN20414,1,0,Meal Plan 1,0,Room_Type 1,4,2018,12,16,70
INN20415,2,0,Meal Plan 1,1,Room_Type 4,8,2018,10,7,179
INN20416,2,0,Meal Plan 1,0,Room_Type 1,27,2018,8,22,151
INN20417,2,0,Not Selected,0,Room_Type 1,89,2018,11,16,57.6
INN20418,2,0,Not Selected,0,Room_Type 1,72,2018,3,16,67.5
INN20419,2,0,Meal Plan 1,0,Room_Type 1,36,2018,5,11,126.9
INN20420,2,0,Meal Plan 1,0,Room_Type 4,33,2018,2,29,106.4
INN20421,2,0,Meal Plan 2,0,Room_Type 1,57,2018,11,21,127.8
INN20422,2,0,Meal Plan 1,0,Room_Type 4,267,2018,10,1,115.2
INN20423,2,0,Meal Plan 1,0,Room_Type 1,148,2018,8,7,114.3
INN20424,2,0,Meal Plan 1,0,Room_Type 1,117,2018,5,22,126.31
INN20425,3,0,Meal Plan 1,0,Room_Type 4,39,2018,11,12,124.67
INN20426,2,0,Meal Plan 1,0,Room_Type 1,18,2018,12,30,75
INN20427,2,0,Meal Plan 1,0,Room_Type 4,17,2018,7,8,166
INN20428,2,0,Meal Plan 1,0,Room_Type 1,35,2018,12,20,93.6
INN20429,2,0,Meal Plan 1,0,Room_Type 1,4,2018,7,23,141
INN20430,2,0,Meal Plan 1,0,Room_Type 1,218,2018,8,9,99.95
INN20431,2,0,Meal Plan 1,0,Room_Type 1,11,2017,8,18,90
INN20432,2,0,Meal Plan 1,0,Room_Type 1,30,2018,6,2,140
INN20433,2,0,Meal Plan 1,0,Room_Type 4,51,2018,9,1,123.3
INN20434,1,0,Meal Plan 1,0,Room_Type 1,6,2017,12,8,65
INN20435,1,0,Meal Plan 1,0,Room_Type 1,0,2018,2,2,65
INN20436,2,0,Not Selected,0,Room_Type 1,8,2017,12,27,77.92
INN20437,2,1,Meal Plan 1,0,Room_Type 1,75,2018,10,11,135
INN20438,2,0,Meal Plan 1,0,Room_Type 1,305,2018,11,4,89
INN20439,2,0,Meal Plan 1,0,Room_Type 1,81,2018,3,5,75.95
INN20440,1,0,Meal Plan 1,0,Room_Type 1,1,2017,9,4,0
INN20441,1,0,Meal Plan 1,0,Room_Type 1,6,2018,2,16,85
INN20442,2,0,Meal Plan 1,0,Room_Type 1,21,2018,11,1,102
INN20443,2,0,Meal Plan 1,0,Room_Type 1,123,2018,5,4,105.3
INN20444,2,0,Meal Plan 1,0,Room_Type 4,5,2018,4,4,126.75
INN20445,3,0,Meal Plan 1,0,Room_Type 4,59,2018,9,24,168.3
INN20446,2,0,Not Selected,0,Room_Type 1,4,2018,12,1,88
INN20447,2,0,Meal Plan 1,1,Room_Type 4,2,2018,5,6,167
INN20448,2,0,Not Selected,0,Room_Type 1,33,2018,12,1,57.6
INN20449,1,0,Meal Plan 1,0,Room_Type 1,151,2018,1,19,71
INN20450,2,0,Meal Plan 1,0,Room_Type 1,71,2017,10,8,90.56
INN20451,2,0,Not Selected,0,Room_Type 1,41,2018,12,1,66.88
INN20452,1,0,Meal Plan 1,0,Room_Type 1,38,2018,12,21,120.7
INN20453,1,0,Meal Plan 1,0,Room_Type 1,119,2018,4,15,90.9
INN20454,3,0,Meal Plan 1,0,Room_Type 1,62,2017,10,6,95.67
INN20455,2,0,Meal Plan 1,0,Room_Type 1,2,2018,7,12,151
INN20456,2,1,Meal Plan 1,0,Room_Type 2,180,2018,7,23,112.5
INN20457,1,0,Meal Plan 1,0,Room_Type 4,28,2018,6,14,108.42
INN20458,2,0,Meal Plan 1,0,Room_Type 1,191,2018,5,12,80.75
INN20459,1,0,Meal Plan 1,0,Room_Type 1,245,2018,7,6,110
INN20460,1,0,Not Selected,0,Room_Type 1,67,2018,2,13,48.51
INN20461,2,0,Meal Plan 1,0,Room_Type 4,43,2018,9,2,123.3
INN20462,2,0,Meal Plan 1,0,Room_Type 1,221,2018,8,12,80
INN20463,2,0,Not Selected,0,Room_Type 1,239,2018,6,28,80.75
INN20464,1,0,Meal Plan 1,1,Room_Type 1,1,2018,9,16,139.5
INN20465,2,0,Meal Plan 1,0,Room_Type 1,57,2018,10,28,116.1
INN20466,2,0,Meal Plan 1,0,Room_Type 2,47,2017,11,5,105.5
INN20467,2,0,Meal Plan 1,0,Room_Type 1,22,2018,12,8,90.78
INN20468,2,0,Meal Plan 1,0,Room_Type 1,6,2018,12,12,88.4
INN20469,3,0,Meal Plan 1,0,Room_Type 4,185,2018,10,20,128.7
INN20470,2,0,Meal Plan 1,0,Room_Type 4,92,2018,4,11,99.45
INN20471,3,0,Meal Plan 1,0,Room_Type 4,81,2018,7,27,139.5
INN20472,2,0,Meal Plan 1,1,Room_Type 2,6,2017,12,7,96.25
INN20473,3,0,Meal Plan 1,0,Room_Type 6,101,2018,5,19,198.9
INN20474,1,0,Meal Plan 1,0,Room_Type 1,219,2017,9,4,76.67
INN20475,2,0,Meal Plan 1,0,Room_Type 1,115,2018,4,26,70.03
INN20476,2,0,Meal Plan 1,0,Room_Type 1,119,2018,6,7,120
INN20477,1,0,Meal Plan 1,1,Room_Type 1,4,2018,6,7,98
INN20478,2,0,Meal Plan 1,0,Room_Type 1,45,2017,10,22,94.5
INN20479,2,0,Meal Plan 1,0,Room_Type 4,2,2017,9,20,75
INN20480,2,0,Meal Plan 1,0,Room_Type 1,11,2018,3,11,74.8
INN20481,2,0,Meal Plan 2,0,Room_Type 1,239,2018,6,15,112.2
INN20482,3,0,Meal Plan 1,0,Room_Type 4,190,2018,12,22,117.45
INN20483,2,0,Meal Plan 1,0,Room_Type 1,51,2018,8,29,109.8
INN20484,2,0,Meal Plan 1,0,Room_Type 1,40,2017,10,5,70
INN20485,2,0,Meal Plan 1,0,Room_Type 1,91,2018,7,10,109.8
INN20486,1,0,Not Selected,0,Room_Type 1,100,2018,4,25,80.1
INN20487,2,0,Not Selected,0,Room_Type 1,27,2018,10,29,110
INN20488,3,0,Meal Plan 1,0,Room_Type 4,62,2018,11,18,126
INN20489,1,0,Meal Plan 1,0,Room_Type 1,70,2017,9,22,62.18
INN20490,1,0,Meal Plan 1,0,Room_Type 4,10,2018,9,30,110
INN20491,2,0,Meal Plan 1,0,Room_Type 1,122,2018,9,11,80.75
INN20492,2,0,Meal Plan 1,0,Room_Type 1,192,2017,8,6,76.5
INN20493,2,0,Meal Plan 1,0,Room_Type 1,0,2017,9,7,133
INN20494,2,0,Meal Plan 1,0,Room_Type 1,10,2018,12,3,89.89
INN20495,2,0,Meal Plan 1,0,Room_Type 4,157,2018,5,5,127
INN20496,2,0,Meal Plan 1,0,Room_Type 1,11,2018,2,19,87
INN20497,2,0,Meal Plan 1,0,Room_Type 1,72,2018,9,21,95
INN20498,2,0,Meal Plan 2,0,Room_Type 1,247,2018,6,6,115
INN20499,2,0,Meal Plan 1,0,Room_Type 1,28,2018,2,26,57
INN20500,2,0,Meal Plan 2,0,Room_Type 1,377,2018,10,14,115
INN20501,2,0,Meal Plan 1,0,Room_Type 1,17,2017,10,1,113.33
INN20502,2,0,Meal Plan 1,0,Room_Type 1,57,2018,12,2,88.4
INN20503,2,0,Meal Plan 1,0,Room_Type 1,90,2018,8,12,117.9
INN20504,2,0,Meal Plan 2,0,Room_Type 1,74,2017,9,18,101.5
INN20505,2,0,Meal Plan 1,0,Room_Type 4,56,2018,6,1,140.4
INN20506,2,0,Meal Plan 1,0,Room_Type 1,433,2018,9,8,70
INN20507,2,1,Meal Plan 1,0,Room_Type 1,37,2018,3,25,143.1
INN20508,2,0,Meal Plan 1,0,Room_Type 1,42,2018,4,2,117.9
INN20509,1,0,Meal Plan 1,0,Room_Type 1,71,2018,6,14,120
INN20510,2,0,Meal Plan 1,0,Room_Type 4,12,2018,8,22,156
INN20511,1,0,Meal Plan 1,0,Room_Type 1,19,2018,11,7,150
INN20512,2,1,Meal Plan 1,0,Room_Type 4,23,2018,12,30,119.36
INN20513,2,0,Meal Plan 1,0,Room_Type 1,161,2018,7,31,101.15
INN20514,2,0,Meal Plan 1,0,Room_Type 1,237,2018,9,22,87.67
INN20515,1,0,Meal Plan 1,0,Room_Type 1,192,2018,6,24,95
INN20516,3,0,Meal Plan 1,0,Room_Type 4,102,2018,8,24,150.3
INN20517,2,2,Meal Plan 1,0,Room_Type 6,13,2018,7,9,231
INN20518,1,0,Meal Plan 1,0,Room_Type 1,16,2018,11,16,75
INN20519,2,0,Meal Plan 1,0,Room_Type 1,81,2017,10,24,89.25
INN20520,2,0,Meal Plan 1,0,Room_Type 1,301,2018,11,18,52
INN20521,2,0,Meal Plan 1,0,Room_Type 1,189,2018,8,8,72.25
INN20522,2,0,Meal Plan 1,0,Room_Type 1,17,2018,3,17,80
INN20523,1,0,Meal Plan 1,0,Room_Type 1,5,2018,10,1,110
INN20524,1,0,Meal Plan 1,0,Room_Type 1,163,2018,6,5,100
INN20525,2,0,Not Selected,0,Room_Type 1,15,2018,3,5,84.33
INN20526,1,0,Meal Plan 2,0,Room_Type 1,62,2018,9,21,75
INN20527,1,0,Meal Plan 2,0,Room_Type 1,265,2018,6,24,87
INN20528,1,0,Meal Plan 1,0,Room_Type 1,174,2018,9,22,95.67
INN20529,2,0,Meal Plan 1,0,Room_Type 1,136,2018,7,2,93.08
INN20530,2,0,Meal Plan 1,0,Room_Type 1,107,2018,6,10,130
INN20531,2,0,Meal Plan 1,0,Room_Type 1,17,2018,3,17,80
INN20532,2,2,Meal Plan 1,0,Room_Type 7,52,2018,10,28,192.59
INN20533,2,0,Meal Plan 1,0,Room_Type 4,92,2018,7,28,121.8
INN20534,2,0,Meal Plan 1,0,Room_Type 4,105,2018,7,31,120.6
INN20535,2,0,Not Selected,0,Room_Type 1,35,2018,2,12,67.5
INN20536,2,0,Meal Plan 1,0,Room_Type 1,2,2017,12,24,66.99
INN20537,2,0,Meal Plan 2,0,Room_Type 1,156,2018,8,16,134.58
INN20538,2,0,Meal Plan 1,0,Room_Type 1,211,2018,5,20,100
INN20539,3,0,Meal Plan 1,0,Room_Type 1,139,2018,7,16,137.7
INN20540,2,0,Meal Plan 1,0,Room_Type 1,42,2018,11,4,72
INN20541,2,0,Meal Plan 1,0,Room_Type 1,67,2018,4,24,99.45
INN20542,1,0,Meal Plan 1,0,Room_Type 1,103,2018,4,19,115
INN20543,2,0,Meal Plan 1,0,Room_Type 4,74,2018,5,15,132.6
INN20544,2,0,Meal Plan 1,0,Room_Type 1,73,2018,4,29,91.36
INN20545,1,0,Meal Plan 1,0,Room_Type 4,0,2018,1,4,108
INN20546,2,0,Not Selected,0,Room_Type 1,72,2018,3,13,63.75
INN20547,2,0,Meal Plan 1,0,Room_Type 1,156,2018,8,12,106.89
INN20548,2,0,Meal Plan 1,0,Room_Type 1,90,2018,3,25,96.3
INN20549,2,0,Meal Plan 1,0,Room_Type 1,31,2018,2,3,80.3
INN20550,2,0,Meal Plan 1,0,Room_Type 1,32,2018,12,3,104
INN20551,2,0,Meal Plan 1,0,Room_Type 4,8,2018,3,22,158.22
INN20552,2,1,Meal Plan 1,0,Room_Type 1,49,2018,6,29,134.1
INN20553,2,0,Meal Plan 1,0,Room_Type 1,41,2018,6,21,76.92
INN20554,2,0,Meal Plan 2,0,Room_Type 1,256,2018,6,15,115
INN20555,0,2,Meal Plan 1,0,Room_Type 2,73,2018,2,21,69.53
INN20556,2,0,Not Selected,0,Room_Type 1,145,2018,3,19,60.98
INN20557,2,0,Meal Plan 1,0,Room_Type 1,70,2018,3,3,78.3
INN20558,2,0,Meal Plan 1,0,Room_Type 1,105,2018,4,6,75
INN20559,2,0,Meal Plan 1,0,Room_Type 1,14,2018,7,23,85
INN20560,2,0,Meal Plan 1,0,Room_Type 1,31,2018,6,2,100
INN20561,2,0,Not Selected,0,Room_Type 1,121,2018,11,14,79.2
INN20562,2,0,Meal Plan 1,0,Room_Type 1,58,2018,1,27,91
INN20563,3,0,Meal Plan 1,0,Room_Type 4,4,2018,3,26,176
INN20564,3,0,Meal Plan 1,0,Room_Type 4,267,2018,12,31,121.5
INN20565,3,0,Meal Plan 1,0,Room_Type 4,13,2018,6,2,173.67
INN20566,2,0,Meal Plan 1,0,Room_Type 1,53,2018,3,15,83.92
INN20567,2,0,Not Selected,0,Room_Type 1,7,2018,9,15,153.5
INN20568,2,0,Not Selected,0,Room_Type 1,104,2018,10,9,108
INN20569,1,0,Meal Plan 1,0,Room_Type 4,61,2018,3,12,82.45
INN20570,2,1,Meal Plan 1,0,Room_Type 6,176,2018,9,15,198.9
INN20571,2,0,Meal Plan 1,0,Room_Type 1,84,2018,11,29,88.4
INN20572,3,0,Meal Plan 1,0,Room_Type 4,61,2017,11,21,90
INN20573,2,0,Meal Plan 1,0,Room_Type 4,80,2018,9,17,149.4
INN20574,2,0,Not Selected,0,Room_Type 1,9,2018,11,9,155
INN20575,1,0,Meal Plan 1,0,Room_Type 1,5,2018,2,24,80
INN20576,2,0,Meal Plan 1,0,Room_Type 4,20,2018,6,28,156
INN20577,3,0,Meal Plan 2,0,Room_Type 1,88,2018,5,3,138
INN20578,2,1,Not Selected,0,Room_Type 1,101,2018,4,16,65.83
INN20579,1,1,Meal Plan 1,0,Room_Type 1,56,2018,2,8,59
INN20580,1,0,Meal Plan 1,0,Room_Type 1,119,2018,4,15,90.9
INN20581,2,0,Meal Plan 1,0,Room_Type 4,27,2018,6,26,152.67
INN20582,2,0,Not Selected,0,Room_Type 1,26,2018,1,27,60
INN20583,1,0,Meal Plan 1,0,Room_Type 1,1,2018,1,27,71.7
INN20584,1,0,Meal Plan 1,0,Room_Type 1,54,2018,10,16,66.5
INN20585,1,0,Meal Plan 1,0,Room_Type 1,32,2017,11,20,73
INN20586,2,0,Not Selected,0,Room_Type 1,77,2018,11,17,74.8
INN20587,2,0,Meal Plan 1,0,Room_Type 4,12,2018,7,18,149.33
INN20588,1,0,Meal Plan 1,0,Room_Type 1,34,2018,12,24,96
INN20589,2,0,Meal Plan 1,0,Room_Type 1,207,2018,8,23,99.45
INN20590,2,0,Meal Plan 1,0,Room_Type 1,157,2018,7,14,112
INN20591,3,0,Meal Plan 1,0,Room_Type 4,103,2018,12,19,140
INN20592,1,0,Meal Plan 1,0,Room_Type 1,12,2018,6,14,65
INN20593,2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,24,143.1
INN20594,1,0,Meal Plan 1,0,Room_Type 1,192,2018,6,24,95
INN20595,2,0,Meal Plan 1,0,Room_Type 1,186,2018,4,22,80
INN20596,2,0,Not Selected,0,Room_Type 1,76,2018,3,7,65.75
INN20597,2,0,Meal Plan 2,0,Room_Type 1,0,2017,8,14,109
INN20598,2,0,Meal Plan 1,0,Room_Type 1,90,2018,6,26,108.3
INN20599,2,0,Meal Plan 1,0,Room_Type 4,79,2018,4,25,90.95
INN20600,1,0,Meal Plan 1,0,Room_Type 1,19,2017,10,6,80
INN20601,2,0,Meal Plan 1,0,Room_Type 1,3,2018,3,11,118
INN20602,2,0,Not Selected,1,Room_Type 1,0,2017,11,9,85
INN20603,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,26,72.24
INN20604,1,0,Not Selected,0,Room_Type 1,18,2018,9,15,139
INN20605,2,2,Meal Plan 1,0,Room_Type 7,110,2017,12,9,113.5
INN20606,1,0,Meal Plan 1,0,Room_Type 1,1,2018,6,22,135
INN20607,2,0,Meal Plan 1,0,Room_Type 1,268,2018,4,8,78
INN20608,2,0,Meal Plan 1,0,Room_Type 4,98,2018,10,10,132.3
INN20609,1,0,Meal Plan 1,0,Room_Type 1,43,2017,10,13,75
INN20610,1,0,Meal Plan 1,0,Room_Type 1,12,2017,8,5,0
INN20611,3,0,Meal Plan 1,0,Room_Type 4,38,2018,6,18,122.4
INN20612,2,0,Not Selected,0,Room_Type 1,142,2018,7,1,85.5
INN20613,2,0,Meal Plan 1,0,Room_Type 1,5,2017,12,9,58
INN20614,3,0,Meal Plan 1,0,Room_Type 4,98,2017,7,25,124.25
INN20615,2,0,Meal Plan 1,0,Room_Type 1,66,2017,10,9,75
INN20616,2,0,Meal Plan 1,0,Room_Type 1,101,2018,4,9,96.3
INN20617,1,0,Meal Plan 1,0,Room_Type 1,103,2018,11,7,186
INN20618,2,0,Meal Plan 1,0,Room_Type 4,88,2018,11,18,102.6
INN20619,2,0,Not Selected,0,Room_Type 1,214,2018,10,4,92.65
INN20620,1,0,Meal Plan 1,0,Room_Type 1,349,2018,10,4,96.67
INN20621,2,0,Meal Plan 1,0,Room_Type 1,287,2018,9,29,100.3
INN20622,2,0,Meal Plan 1,0,Room_Type 1,5,2017,10,19,90
INN20623,2,0,Not Selected,0,Room_Type 1,87,2018,4,3,72.25
INN20624,1,0,Meal Plan 1,0,Room_Type 1,71,2018,6,14,120
INN20625,2,0,Meal Plan 1,0,Room_Type 1,101,2018,4,4,80
INN20626,1,0,Meal Plan 1,0,Room_Type 1,0,2018,7,27,45
INN20627,1,0,Meal Plan 1,0,Room_Type 1,3,2018,12,5,105
INN20628,2,0,Meal Plan 1,0,Room_Type 1,76,2018,9,18,102.68
INN20629,1,0,Meal Plan 1,0,Room_Type 1,13,2018,2,6,86
INN20630,2,0,Meal Plan 1,0,Room_Type 4,238,2018,10,4,132.6
INN20631,2,0,Meal Plan 1,0,Room_Type 1,23,2017,9,20,124
INN20632,3,0,Meal Plan 1,0,Room_Type 1,214,2018,10,25,105.4
INN20633,2,0,Meal Plan 1,0,Room_Type 1,12,2017,9,17,152
INN20634,2,0,Meal Plan 1,0,Room_Type 1,33,2017,10,31,0
INN20635,2,0,Not Selected,0,Room_Type 1,71,2018,4,23,84.15
INN20636,2,0,Meal Plan 2,0,Room_Type 1,265,2018,6,24,112
INN20637,2,0,Meal Plan 1,0,Room_Type 4,68,2018,9,8,149.4
INN20638,2,0,Not Selected,0,Room_Type 1,18,2018,3,18,97
INN20639,2,0,Meal Plan 1,0,Room_Type 4,71,2018,5,1,132.6
INN20640,2,0,Meal Plan 1,0,Room_Type 4,14,2018,2,3,82.8
INN20641,2,1,Meal Plan 1,0,Room_Type 1,236,2018,10,20,106.25
INN20642,2,0,Meal Plan 1,0,Room_Type 1,104,2018,5,15,91.44
INN20643,2,0,Meal Plan 1,0,Room_Type 1,13,2017,10,20,54.75
INN20644,2,0,Meal Plan 1,0,Room_Type 4,32,2018,2,22,64.22
INN20645,2,2,Meal Plan 1,0,Room_Type 6,52,2018,4,16,177.3
INN20646,1,0,Meal Plan 1,0,Room_Type 1,14,2018,5,23,109.25
INN20647,1,0,Meal Plan 1,0,Room_Type 4,28,2018,11,5,148.91
INN20648,2,0,Meal Plan 1,0,Room_Type 1,50,2018,1,14,52
INN20649,0,2,Meal Plan 1,0,Room_Type 2,35,2018,2,6,69.5
INN20650,1,0,Meal Plan 1,0,Room_Type 1,276,2018,9,22,95.67
INN20651,2,0,Meal Plan 1,0,Room_Type 4,122,2018,5,12,121.5
INN20652,1,0,Meal Plan 1,0,Room_Type 1,2,2018,5,4,95
INN20653,2,0,Meal Plan 1,0,Room_Type 1,29,2018,4,12,111.15
INN20654,2,0,Not Selected,0,Room_Type 1,14,2018,8,30,118
INN20655,3,0,Meal Plan 1,0,Room_Type 4,59,2018,9,1,142.2
INN20656,2,0,Meal Plan 1,0,Room_Type 1,1,2018,6,2,110
INN20657,2,0,Meal Plan 1,0,Room_Type 1,104,2018,5,4,111.78
INN20658,2,0,Meal Plan 1,0,Room_Type 1,34,2017,10,12,103.5
INN20659,1,0,Meal Plan 1,0,Room_Type 1,40,2017,11,4,100.8
INN20660,2,0,Meal Plan 1,0,Room_Type 1,8,2018,11,25,90
INN20661,2,0,Meal Plan 1,0,Room_Type 1,35,2018,3,8,87
INN20662,3,0,Meal Plan 1,0,Room_Type 4,79,2018,7,9,146.7
INN20663,2,0,Meal Plan 1,0,Room_Type 1,213,2018,6,7,130
INN20664,1,0,Meal Plan 1,0,Room_Type 1,71,2018,6,14,120
INN20665,2,0,Meal Plan 1,0,Room_Type 1,141,2018,7,17,105.3
INN20666,1,0,Meal Plan 1,0,Room_Type 1,33,2018,12,2,96
INN20667,2,0,Meal Plan 2,0,Room_Type 1,102,2017,10,16,109
INN20668,2,0,Meal Plan 1,0,Room_Type 1,267,2018,10,25,80.75
INN20669,1,0,Meal Plan 1,0,Room_Type 1,19,2018,11,6,132.89
INN20670,2,0,Meal Plan 1,0,Room_Type 1,54,2018,11,11,96
INN20671,2,0,Meal Plan 2,0,Room_Type 1,71,2018,5,10,126
INN20672,2,0,Not Selected,0,Room_Type 1,39,2018,9,8,125.1
INN20673,2,0,Meal Plan 1,0,Room_Type 1,81,2018,4,1,0
INN20674,1,0,Meal Plan 1,0,Room_Type 1,151,2018,1,19,71
INN20675,2,0,Meal Plan 1,0,Room_Type 1,190,2018,6,22,95
INN20676,2,0,Not Selected,0,Room_Type 1,17,2018,10,7,135
INN20677,2,0,Meal Plan 1,0,Room_Type 1,40,2018,8,30,80.32
INN20678,1,0,Meal Plan 1,0,Room_Type 1,214,2018,8,11,90.9
INN20679,3,0,Meal Plan 1,0,Room_Type 4,195,2018,8,8,130.05
INN20680,2,0,Meal Plan 1,0,Room_Type 1,15,2018,1,18,87
INN20681,2,0,Meal Plan 1,0,Room_Type 1,75,2018,3,17,80
INN20682,2,0,Meal Plan 2,0,Room_Type 1,36,2017,10,13,112
INN20683,2,0,Not Selected,0,Room_Type 1,52,2018,5,13,116.1
INN20684,1,0,Meal Plan 1,0,Room_Type 1,81,2017,10,6,80.75
INN20685,2,0,Not Selected,0,Room_Type 1,145,2018,7,16,94.5
INN20686,1,0,Meal Plan 1,0,Room_Type 1,0,2017,9,4,133
INN20687,3,0,Meal Plan 1,1,Room_Type 4,57,2018,7,14,146.7
INN20688,2,0,Meal Plan 1,0,Room_Type 1,36,2018,12,21,88.4
INN20689,2,0,Not Selected,0,Room_Type 1,35,2018,9,26,99
INN20690,2,0,Meal Plan 1,0,Room_Type 1,10,2018,2,12,92
INN20691,2,2,Meal Plan 1,0,Room_Type 2,110,2018,12,16,155.72
INN20692,2,0,Meal Plan 1,0,Room_Type 1,2,2018,2,10,93
INN20693,2,0,Meal Plan 1,0,Room_Type 1,260,2018,10,7,100.3
INN20694,2,0,Meal Plan 1,0,Room_Type 2,71,2018,3,17,69.05
INN20695,3,0,Meal Plan 1,0,Room_Type 1,75,2018,11,7,157.25
INN20696,2,0,Meal Plan 1,0,Room_Type 1,3,2018,1,15,69.84
INN20697,2,0,Meal Plan 2,0,Room_Type 1,40,2018,12,31,155.13
INN20698,2,0,Meal Plan 1,0,Room_Type 4,115,2018,8,23,131.4
INN20699,2,0,Meal Plan 1,0,Room_Type 1,14,2017,11,4,87
INN20700,1,0,Meal Plan 1,0,Room_Type 4,92,2018,6,1,132.6
INN20701,2,2,Meal Plan 1,0,Room_Type 6,44,2018,10,17,208.62
INN20702,2,0,Meal Plan 2,0,Room_Type 1,6,2017,12,10,0
INN20703,2,0,Meal Plan 1,0,Room_Type 1,56,2018,3,28,85.85
INN20704,1,0,Not Selected,0,Room_Type 1,36,2018,10,13,102.6
INN20705,2,0,Not Selected,0,Room_Type 1,71,2018,11,6,120.15
INN20706,2,0,Meal Plan 1,0,Room_Type 4,281,2018,10,3,108.8
INN20707,2,0,Not Selected,0,Room_Type 1,208,2018,7,30,80.75
INN20708,1,0,Meal Plan 1,0,Room_Type 1,1,2018,3,9,95
INN20709,2,0,Not Selected,0,Room_Type 1,4,2018,8,6,139
INN20710,2,0,Meal Plan 1,0,Room_Type 1,10,2018,11,3,136.67
INN20711,3,0,Meal Plan 1,0,Room_Type 4,72,2018,9,6,168.3
INN20712,2,0,Meal Plan 1,0,Room_Type 4,62,2018,8,13,149.4
INN20713,1,0,Meal Plan 1,0,Room_Type 1,100,2017,12,12,63.75
INN20714,3,0,Meal Plan 1,0,Room_Type 4,116,2018,12,22,135
INN20715,3,0,Meal Plan 1,0,Room_Type 4,132,2018,7,31,140.27
INN20716,2,0,Meal Plan 1,0,Room_Type 4,90,2018,8,7,142.2
INN20717,1,0,Meal Plan 1,0,Room_Type 1,31,2017,10,25,92.4
INN20718,2,0,Not Selected,0,Room_Type 1,52,2018,12,4,74.8
