ID,n_adults,n_children,weekend_nights,week_nights,meal_plan,car_parking_space,room_type,previous_cancellations,previous_bookings_not_canceled,avg_room_price,special_requests,status
619,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,80.75,1,Canceled
620,2,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,104,0,Not_Canceled
621,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,89.75,0,Not_Canceled
622,2,2,0,2,Meal Plan 1,0,Room_Type 6,0,0,156,1,Not_Canceled
623,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,136,2,Not_Canceled
624,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,85,1,Not_Canceled
625,2,0,0,4,Meal Plan 1,0,Room_Type 4,0,0,87.54,1,Not_Canceled
626,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,100,0,Not_Canceled
627,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,108.9,1,Canceled
628,2,0,0,3,Not Selected,0,Room_Type 1,0,0,107.1,1,Not_Canceled
629,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,80,0,Canceled
630,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,90,0,Canceled
631,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,105.3,1,Not_Canceled
632,2,0,0,1,Not Selected,0,Room_Type 1,0,0,80,2,Not_Canceled
633,2,0,0,2,Meal Plan 1,1,Room_Type 4,0,0,142.2,0,Not_Canceled
634,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,131.4,1,Not_Canceled
635,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
636,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,111,0,Canceled
637,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,85,1,Not_Canceled
638,3,0,0,4,Meal Plan 1,0,Room_Type 4,0,0,130.95,0,Canceled
639,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Not_Canceled
640,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,82,0,Not_Canceled
641,2,0,2,2,Meal Plan 1,1,Room_Type 1,0,0,94.5,2,Not_Canceled
642,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,109.8,0,Canceled
643,2,0,2,4,Meal Plan 1,0,Room_Type 1,0,0,72.25,0,Canceled
644,2,0,2,2,Not Selected,0,Room_Type 1,0,0,55.72,0,Not_Canceled
645,3,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,158.4,1,Canceled
646,2,0,1,4,Meal Plan 1,0,Room_Type 4,0,0,69,0,Not_Canceled
647,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,105,0,Not_Canceled
648,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,219.6,0,Canceled
649,1,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,44.8,0,Not_Canceled
650,2,0,0,1,Not Selected,0,Room_Type 1,0,0,120,0,Not_Canceled
651,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,100,0,Canceled
652,2,0,0,1,Not Selected,0,Room_Type 1,0,0,109,0,Not_Canceled
653,0,2,1,2,Meal Plan 1,0,Room_Type 2,0,0,115.68,1,Not_Canceled
654,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
655,2,0,0,2,Meal Plan 2,0,Room_Type 5,0,0,134.1,1,Not_Canceled
656,2,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,124.1,1,Not_Canceled
657,4,0,0,2,Meal Plan 1,0,Room_Type 7,0,0,214.75,1,Not_Canceled
658,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
659,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,72.25,2,Not_Canceled
660,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,80,0,Not_Canceled
661,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,139,1,Not_Canceled
662,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,66,0,Not_Canceled
663,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,115.5,0,Not_Canceled
664,2,1,1,1,Meal Plan 1,1,Room_Type 1,0,0,195.5,2,Not_Canceled
665,2,0,2,0,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
666,1,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,84,0,Not_Canceled
667,2,0,2,1,Not Selected,0,Room_Type 1,0,0,107.8,3,Not_Canceled
668,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,105,0,Not_Canceled
669,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,78,0,Not_Canceled
670,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,90,0,Not_Canceled
671,2,0,1,1,Not Selected,0,Room_Type 1,0,0,105.3,0,Canceled
672,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,80.3,1,Not_Canceled
673,1,0,1,0,Meal Plan 2,0,Room_Type 1,0,0,129,1,Not_Canceled
674,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
675,2,0,2,0,Not Selected,0,Room_Type 1,0,0,125.1,2,Not_Canceled
676,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,103,1,Not_Canceled
677,2,0,2,0,Not Selected,1,Room_Type 1,0,0,125.1,0,Not_Canceled
678,1,0,2,5,Not Selected,0,Room_Type 1,0,0,96.17,1,Canceled
679,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,185,0,Not_Canceled
680,2,0,2,0,Not Selected,0,Room_Type 1,0,0,69.74,0,Not_Canceled
681,2,2,2,3,Meal Plan 1,0,Room_Type 6,0,0,172.55,0,Canceled
682,1,0,0,3,Meal Plan 1,1,Room_Type 1,0,0,95,1,Not_Canceled
683,2,1,1,2,Meal Plan 2,0,Room_Type 1,0,0,166.35,2,Not_Canceled
684,2,0,0,1,Not Selected,1,Room_Type 1,0,0,108,1,Not_Canceled
685,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,102,0,Not_Canceled
686,2,0,1,2,Meal Plan 1,0,Room_Type 7,0,0,203.73,2,Not_Canceled
687,2,0,2,5,Not Selected,0,Room_Type 1,0,0,78.69,0,Canceled
688,2,0,0,3,Not Selected,0,Room_Type 1,0,0,79.2,0,Canceled
689,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,76.5,1,Not_Canceled
690,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,100,0,Canceled
691,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,88.4,1,Not_Canceled
692,1,0,2,4,Meal Plan 1,0,Room_Type 1,0,0,110,0,Canceled
693,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,109.8,0,Canceled
694,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,78.3,0,Not_Canceled
695,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Canceled
696,2,0,2,4,Not Selected,0,Room_Type 1,0,0,80.75,1,Not_Canceled
697,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,104,2,Not_Canceled
698,2,0,0,3,Not Selected,0,Room_Type 1,0,0,51.19,0,Not_Canceled
699,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,0,150,1,Canceled
700,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,127.8,1,Canceled
701,2,0,0,1,Not Selected,0,Room_Type 4,0,0,115,3,Not_Canceled
702,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,156,1,Not_Canceled
703,3,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,130.9,0,Canceled
704,2,0,0,3,Not Selected,0,Room_Type 1,0,0,116.1,0,Canceled
705,2,0,2,0,Not Selected,0,Room_Type 1,0,0,71.69,1,Not_Canceled
706,1,1,2,3,Meal Plan 2,0,Room_Type 1,0,0,98.5,1,Not_Canceled
707,2,0,0,3,Not Selected,0,Room_Type 1,0,0,94.5,1,Not_Canceled
708,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,130,0,Canceled
709,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,76.5,0,Canceled
710,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,90.95,0,Canceled
711,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,72.75,0,Not_Canceled
712,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,93,0,Not_Canceled
713,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,168.3,1,Not_Canceled
714,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
715,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,105,0,Not_Canceled
716,2,0,2,0,Not Selected,1,Room_Type 1,0,0,78.5,1,Not_Canceled
717,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,119.7,0,Canceled
718,3,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,168.3,0,Canceled
719,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,197,1,Not_Canceled
720,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,91,0,Not_Canceled
721,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
722,2,0,2,2,Not Selected,0,Room_Type 1,0,0,81,0,Canceled
723,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,116,0,Not_Canceled
724,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
725,2,1,1,3,Meal Plan 1,0,Room_Type 4,0,0,106,2,Not_Canceled
726,2,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,118.8,0,Canceled
727,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,132.3,2,Canceled
728,2,0,1,0,Meal Plan 1,1,Room_Type 4,0,0,146.7,0,Not_Canceled
729,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,86.8,1,Not_Canceled
730,2,0,0,4,Meal Plan 2,0,Room_Type 1,0,0,98,0,Not_Canceled
731,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,100,1,Not_Canceled
732,2,2,4,10,Meal Plan 1,0,Room_Type 6,0,0,158.95,0,Canceled
733,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,119.52,0,Not_Canceled
734,2,0,0,3,Meal Plan 2,0,Room_Type 1,0,0,117,1,Not_Canceled
735,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,140.67,0,Canceled
736,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,94.95,1,Not_Canceled
737,2,0,2,5,Not Selected,0,Room_Type 1,0,0,109.65,0,Canceled
738,2,0,1,2,Not Selected,0,Room_Type 1,0,0,120,0,Not_Canceled
739,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,67.22,0,Not_Canceled
740,1,0,0,3,Meal Plan 1,0,Room_Type 2,0,0,62,0,Not_Canceled
741,2,0,0,1,Not Selected,0,Room_Type 1,0,0,91,0,Not_Canceled
742,2,0,2,4,Meal Plan 1,0,Room_Type 1,0,0,68,0,Not_Canceled
743,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,89,0,Canceled
744,2,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,94.5,0,Not_Canceled
745,3,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,187,1,Canceled
746,3,0,0,4,Meal Plan 2,0,Room_Type 1,0,0,122.65,0,Not_Canceled
747,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,68,1,Not_Canceled
748,3,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,131.4,1,Canceled
749,2,0,2,3,Meal Plan 2,0,Room_Type 1,0,0,149.4,0,Canceled
750,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,100,0,Not_Canceled
751,2,0,1,1,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
752,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,160,2,Not_Canceled
753,2,1,2,1,Meal Plan 1,0,Room_Type 1,0,0,127.67,2,Not_Canceled
754,2,0,0,3,Not Selected,0,Room_Type 1,0,0,79.2,2,Not_Canceled
755,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,69,2,Not_Canceled
756,2,0,0,4,Meal Plan 2,0,Room_Type 1,0,0,117,1,Canceled
757,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,70,0,Canceled
758,3,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,114.3,2,Not_Canceled
759,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,110,0,Canceled
760,1,2,0,3,Meal Plan 1,0,Room_Type 6,0,0,181.8,1,Not_Canceled
761,2,0,2,2,Not Selected,0,Room_Type 1,0,0,75.65,1,Canceled
762,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,77.23,2,Not_Canceled
763,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
764,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,115,0,Canceled
765,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,118.8,0,Canceled
766,2,0,0,4,Meal Plan 1,0,Room_Type 4,0,0,127.48,1,Not_Canceled
767,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,114.3,0,Not_Canceled
768,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,87.2,0,Not_Canceled
769,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Canceled
770,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,100,0,Not_Canceled
771,2,0,0,4,Not Selected,0,Room_Type 1,0,0,91.38,1,Not_Canceled
772,2,1,3,9,Meal Plan 1,0,Room_Type 1,0,0,119.71,1,Canceled
773,2,0,0,1,Not Selected,0,Room_Type 1,0,0,119,0,Not_Canceled
774,2,0,0,1,Not Selected,0,Room_Type 1,0,0,139,1,Not_Canceled
775,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,109.8,1,Not_Canceled
776,1,0,0,3,Meal Plan 1,0,Room_Type 1,3,15,65,0,Not_Canceled
777,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,131.4,0,Canceled
778,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,96.3,3,Not_Canceled
779,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,1,0,1,Not_Canceled
780,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,137,1,Not_Canceled
781,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,75,0,Canceled
782,3,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,92.65,0,Not_Canceled
783,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,62.8,0,Canceled
784,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,160,0,Canceled
785,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,90,0,Not_Canceled
786,2,0,3,5,Meal Plan 1,1,Room_Type 1,0,0,81.26,2,Not_Canceled
787,1,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,114.75,1,Canceled
788,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,99.3,0,Not_Canceled
789,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,89,0,Not_Canceled
790,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,85,0,Canceled
791,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,75,0,Canceled
792,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,0,102.6,0,Not_Canceled
793,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,90.95,0,Not_Canceled
794,2,0,1,1,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
795,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,78.3,0,Canceled
796,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,121.5,0,Canceled
797,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,120,0,Not_Canceled
798,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,105.4,1,Canceled
799,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,101.87,1,Not_Canceled
800,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,17,65,0,Not_Canceled
801,2,0,0,2,Meal Plan 1,1,Room_Type 1,0,0,116,0,Not_Canceled
802,1,0,0,1,Not Selected,0,Room_Type 1,0,0,69.3,1,Not_Canceled
803,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,90.25,2,Not_Canceled
804,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,119.85,0,Canceled
805,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,76.5,2,Not_Canceled
806,2,0,0,3,Not Selected,0,Room_Type 1,0,0,109,2,Not_Canceled
807,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,126.9,1,Not_Canceled
808,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
809,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,86,0,Not_Canceled
810,2,0,1,3,Not Selected,0,Room_Type 1,0,0,139,1,Not_Canceled
811,2,0,2,0,Meal Plan 1,0,Room_Type 2,0,0,109.8,1,Not_Canceled
812,2,0,2,3,Meal Plan 1,0,Room_Type 4,0,0,132.6,0,Canceled
813,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,75.33,0,Not_Canceled
814,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
815,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,68,0,Not_Canceled
816,2,1,4,6,Meal Plan 1,0,Room_Type 1,0,0,113.85,0,Not_Canceled
817,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,96.3,0,Not_Canceled
818,2,0,0,3,Not Selected,0,Room_Type 1,0,0,79.5,2,Canceled
819,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,1,40,1,Not_Canceled
820,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,76,0,Not_Canceled
821,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,90.95,0,Not_Canceled
822,2,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,104,0,Not_Canceled
823,2,0,1,1,Meal Plan 2,0,Room_Type 1,0,0,109,0,Canceled
824,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,109,0,Not_Canceled
825,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
826,3,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,150.3,2,Not_Canceled
827,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,120,0,Not_Canceled
828,2,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,94.5,0,Not_Canceled
829,2,0,2,1,Not Selected,1,Room_Type 1,0,0,103.5,0,Canceled
830,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,110,0,Canceled
831,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,78,0,Canceled
832,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
833,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,1,0,0,Not_Canceled
834,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,130,1,Not_Canceled
835,1,0,0,3,Meal Plan 1,0,Room_Type 6,0,0,187.85,0,Canceled
836,3,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,168.3,2,Not_Canceled
837,2,0,0,4,Not Selected,0,Room_Type 1,0,0,74.8,2,Not_Canceled
838,2,0,2,3,Meal Plan 1,0,Room_Type 4,0,0,112.2,0,Canceled
839,2,0,1,0,Meal Plan 1,1,Room_Type 4,0,0,106,1,Not_Canceled
840,2,0,2,3,Meal Plan 1,0,Room_Type 4,0,0,134.46,2,Canceled
841,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,108,1,Not_Canceled
842,2,0,0,5,Meal Plan 1,0,Room_Type 1,0,0,90.95,1,Not_Canceled
843,1,0,2,1,Not Selected,0,Room_Type 1,0,0,79,0,Canceled
844,3,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,168.3,3,Not_Canceled
845,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Not_Canceled
846,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,82,0,Not_Canceled
847,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,110,1,Not_Canceled
848,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,1,106,3,Not_Canceled
849,2,0,1,2,Meal Plan 2,0,Room_Type 1,0,0,102.25,1,Canceled
850,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
851,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,85.5,0,Not_Canceled
852,2,1,1,2,Meal Plan 1,0,Room_Type 1,0,0,102.37,1,Not_Canceled
853,2,0,0,1,Not Selected,0,Room_Type 1,0,0,129,1,Not_Canceled
854,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,106,2,Not_Canceled
855,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,102.6,0,Not_Canceled
856,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,92.4,1,Not_Canceled
857,2,0,1,2,Not Selected,0,Room_Type 1,0,0,82.1,1,Not_Canceled
858,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,105.3,1,Canceled
859,2,1,1,4,Meal Plan 1,0,Room_Type 1,0,0,135,1,Canceled
860,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,130,0,Canceled
861,2,0,1,1,Not Selected,0,Room_Type 1,0,0,76.5,0,Canceled
862,2,0,2,1,Not Selected,0,Room_Type 1,0,0,108,2,Not_Canceled
863,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
864,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,107,0,Not_Canceled
865,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,85,2,Not_Canceled
866,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,73.95,0,Canceled
867,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,88.4,0,Not_Canceled
868,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2,67,1,Not_Canceled
869,1,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,76,0,Not_Canceled
870,1,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,81,0,Not_Canceled
871,2,0,1,2,Meal Plan 2,0,Room_Type 1,0,0,160,0,Canceled
872,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,150,2,Not_Canceled
873,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,90,0,Not_Canceled
874,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,106,0,Not_Canceled
875,2,0,2,2,Not Selected,0,Room_Type 1,0,0,89.25,0,Canceled
876,2,1,2,1,Not Selected,0,Room_Type 1,0,0,94,1,Not_Canceled
877,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,120,0,Canceled
878,2,0,0,1,Not Selected,0,Room_Type 1,0,0,125.1,2,Not_Canceled
879,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,60,0,Not_Canceled
880,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
881,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,125.1,0,Not_Canceled
882,2,0,2,3,Meal Plan 1,0,Room_Type 4,0,0,96.9,1,Not_Canceled
883,2,0,1,2,Meal Plan 1,0,Room_Type 4,1,0,93.8,0,Not_Canceled
884,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,98.1,1,Canceled
885,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,64.64,0,Not_Canceled
886,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,105,1,Not_Canceled
887,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,90,0,Canceled
888,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,74.8,1,Not_Canceled
889,2,0,0,5,Meal Plan 1,0,Room_Type 1,0,0,90.95,2,Canceled
890,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,59.5,0,Not_Canceled
891,2,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,94.5,0,Canceled
892,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,140.4,0,Canceled
893,1,0,2,4,Meal Plan 1,0,Room_Type 1,0,0,110,0,Canceled
894,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2,95,0,Not_Canceled
895,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,109,1,Not_Canceled
896,2,0,2,1,Not Selected,1,Room_Type 1,0,0,66,1,Not_Canceled
897,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,7,0,3,Not_Canceled
898,1,0,2,7,Meal Plan 1,0,Room_Type 1,0,0,88.33,0,Canceled
899,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,105,0,Not_Canceled
900,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,95,0,Canceled
901,2,1,0,3,Meal Plan 1,0,Room_Type 1,0,0,143.1,1,Canceled
902,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,114,1,Canceled
903,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,75.6,1,Not_Canceled
904,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,135.9,3,Not_Canceled
905,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,108.9,2,Canceled
906,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,70,0,Not_Canceled
907,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,93.6,0,Canceled
908,2,0,0,1,Not Selected,0,Room_Type 1,0,0,125.1,1,Not_Canceled
909,1,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,73,0,Not_Canceled
910,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,67,0,Not_Canceled
911,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,70,0,Not_Canceled
912,2,0,2,0,Meal Plan 1,0,Room_Type 4,0,0,115.2,0,Canceled
913,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
914,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,116,0,Not_Canceled
915,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,81,0,Not_Canceled
916,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,92.4,1,Not_Canceled
917,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,69.84,0,Not_Canceled
918,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,87.5,0,Not_Canceled
919,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,55.59,0,Not_Canceled
920,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,101.83,1,Not_Canceled
921,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,125.1,0,Canceled
922,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,79,0,Not_Canceled
923,3,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,122.4,0,Not_Canceled
924,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,112.2,1,Canceled
925,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,113.34,1,Not_Canceled
926,2,0,1,0,Not Selected,0,Room_Type 1,0,0,126,0,Canceled
927,2,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,112.25,1,Not_Canceled
928,3,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,159.3,0,Canceled
929,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
930,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,146,1,Not_Canceled
